"","Adaptable","BestValue","CuttingEdge","Delightful","Exciting","Friendly","Generous","Helpful","Intuitive","Brand"
"2353",3,4,5,3,6,5,5,4,3,"Marca_1"
"2354",5,5,2,5,4,5,4,3,4,"Marca_1"
"2355",4,3,4,3,3,4,4,3,4,"Marca_4"
"2356",5,5,3,4,4,4,4,3,4,"Marca_1"
"2357",6,4,5,3,4,5,4,5,5,"Marca_2"
"2358",3,3,4,4,4,2,4,3,3,"Marca_2"
"2359",5,5,4,3,4,5,4,5,5,"Marca_2"
"2360",6,5,4,3,4,5,3,6,5,"Marca_3"
"2361",3,3,4,2,4,4,4,4,5,"Marca_2"
"2362",4,3,3,4,3,5,5,3,4,"Marca_2"
"2363",4,3,4,5,5,3,5,4,2,"Marca_4"
"2364",2,4,3,2,3,4,4,4,4,"Marca_1"
"2365",4,3,3,4,4,4,4,4,3,"Marca_1"
"2366",4,3,5,5,1,4,5,3,3,"Marca_1"
"2367",4,3,3,4,3,4,3,4,4,"Marca_2"
"2368",5,6,3,3,3,4,4,6,5,"Marca_2"
"2369",5,4,4,3,4,4,5,5,6,"Marca_1"
"2370",3,4,2,2,3,4,4,3,4,"Marca_1"
"2371",4,5,5,3,5,4,3,5,4,"Marca_1"
"2372",6,3,5,4,3,5,4,4,5,"Marca_4"
"2373",4,5,2,3,3,4,4,5,5,"Marca_2"
"2374",5,5,5,4,4,4,4,5,2,"Marca_1"
"2375",5,4,4,4,5,5,5,3,5,"Marca_1"
"2376",3,4,4,4,3,4,3,4,3,"Marca_2"
"2377",5,2,4,4,3,5,4,5,5,"Marca_3"
"2378",5,4,6,4,4,3,4,5,5,"Marca_2"
"2379",4,4,4,5,4,4,4,5,4,"Marca_4"
"2380",7,7,6,3,4,6,4,4,4,"Marca_1"
"2381",7,4,3,3,3,6,3,5,6,"Marca_3"
"2382",5,3,5,2,5,7,4,5,5,"Marca_3"
"2383",4,4,5,5,6,6,5,3,3,"Marca_4"
"2384",4,5,4,4,4,3,4,5,5,"Marca_2"
"2385",4,3,5,5,5,3,5,3,3,"Marca_1"
"2386",4,5,3,3,4,2,5,3,3,"Marca_1"
"2387",5,4,3,3,3,6,3,3,3,"Marca_3"
"2388",6,4,4,5,4,5,2,6,6,"Marca_2"
"2389",4,3,4,5,4,3,4,4,4,"Marca_2"
"2390",3,3,4,4,3,4,4,5,3,"Marca_1"
"2391",5,4,4,3,3,6,5,4,4,"Marca_2"
"2392",3,1,3,6,3,4,4,4,1,"Marca_1"
"2393",4,3,4,3,4,6,4,4,4,"Marca_3"
"2394",4,5,3,3,2,4,4,4,4,"Marca_3"
"2395",4,5,4,4,4,5,4,4,5,"Marca_1"
"2396",3,4,5,3,4,5,4,4,3,"Marca_2"
"2397",3,4,6,5,4,4,4,4,5,"Marca_1"
"2398",6,3,3,6,4,5,4,5,5,"Marca_2"
"2399",4,4,6,3,5,4,5,3,3,"Marca_4"
"2400",5,3,5,3,5,4,4,4,3,"Marca_1"
"2401",5,4,3,3,5,6,4,7,4,"Marca_3"
"2402",3,3,5,4,5,5,3,2,4,"Marca_4"
"2403",3,5,3,3,2,4,3,2,3,"Marca_2"
"2404",5,3,4,3,5,6,3,5,6,"Marca_3"
"2405",4,5,5,4,5,5,4,3,3,"Marca_1"
"2406",4,4,4,5,5,5,5,3,2,"Marca_4"
"2407",5,4,2,2,1,4,3,4,4,"Marca_3"
"2408",6,3,4,4,5,3,4,6,4,"Marca_2"
"2409",5,4,5,6,4,6,4,1,4,"Marca_2"
"2410",4,5,5,3,4,4,4,4,3,"Marca_1"
"2411",4,2,6,5,5,4,6,2,5,"Marca_1"
"2412",5,4,4,4,5,5,6,6,4,"Marca_3"
"2413",3,4,5,6,5,4,6,5,4,"Marca_1"
"2414",5,3,4,4,1,4,4,4,4,"Marca_2"
"2415",6,5,4,5,4,6,5,5,5,"Marca_2"
"2416",3,3,4,5,4,6,5,5,4,"Marca_2"
"2417",4,2,5,4,5,5,3,5,2,"Marca_1"
"2418",4,3,5,4,5,5,6,4,2,"Marca_4"
"2419",4,4,6,5,5,4,4,4,5,"Marca_2"
"2420",6,6,3,3,4,5,4,5,4,"Marca_1"
"2421",4,5,5,5,6,5,4,4,4,"Marca_3"
"2422",2,3,3,3,3,3,3,4,3,"Marca_2"
"2423",4,4,5,4,2,3,4,4,5,"Marca_1"
"2424",5,3,5,3,5,5,5,6,6,"Marca_2"
"2425",4,4,4,3,4,4,3,4,2,"Marca_1"
"2426",4,4,3,4,3,4,2,5,5,"Marca_3"
"2427",6,5,3,3,4,5,3,6,5,"Marca_2"
"2428",3,3,4,6,6,3,4,3,3,"Marca_1"
"2429",5,3,5,4,5,4,5,3,5,"Marca_1"
"2430",4,3,3,3,4,4,3,5,5,"Marca_2"
"2431",6,3,1,4,4,4,2,5,5,"Marca_3"
"2432",6,5,3,4,3,5,4,5,5,"Marca_3"
"2433",5,3,7,4,5,4,6,4,4,"Marca_2"
"2434",4,3,5,5,3,3,5,4,3,"Marca_4"
"2435",4,2,4,4,3,3,4,4,3,"Marca_2"
"2436",3,2,5,3,4,3,3,3,4,"Marca_1"
"2437",3,4,3,3,3,5,2,4,3,"Marca_1"
"2438",3,3,4,3,4,6,5,4,4,"Marca_3"
"2439",6,6,3,3,3,5,4,4,4,"Marca_2"
"2440",4,3,5,6,5,5,3,4,4,"Marca_1"
"2441",5,4,4,4,4,5,7,4,3,"Marca_1"
"2442",4,4,4,4,5,3,3,4,3,"Marca_1"
"2443",3,2,4,4,3,3,3,4,1,"Marca_1"
"2444",4,4,4,4,3,5,3,3,5,"Marca_4"
"2445",5,4,3,4,4,4,3,4,4,"Marca_3"
"2446",4,6,2,4,2,5,3,3,4,"Marca_1"
"2447",5,5,5,5,5,4,3,6,4,"Marca_2"
"2448",3,2,3,4,4,5,5,2,4,"Marca_1"
"2449",6,5,4,4,4,6,4,3,3,"Marca_1"
"2450",3,5,5,4,5,4,4,2,3,"Marca_2"
"2451",4,5,4,5,3,3,3,2,4,"Marca_4"
"2452",4,4,3,5,5,5,3,5,3,"Marca_1"
"2453",4,3,4,6,5,6,5,5,4,"Marca_4"
"2454",4,3,5,4,4,4,4,3,4,"Marca_2"
"2455",2,4,5,5,5,4,5,3,2,"Marca_4"
"2456",3,4,5,4,5,2,3,4,3,"Marca_1"
"2457",4,3,3,4,4,4,4,4,4,"Marca_2"
"2458",6,4,5,4,5,5,5,4,4,"Marca_2"
"2459",5,6,5,4,4,6,3,4,4,"Marca_2"
"2460",5,5,3,4,4,5,5,6,5,"Marca_2"
"2461",5,4,5,6,5,5,4,5,3,"Marca_1"
"2462",4,3,4,3,4,4,5,3,3,"Marca_2"
"2463",4,4,4,5,4,3,5,3,4,"Marca_4"
"2464",5,3,4,2,4,5,5,4,5,"Marca_1"
"2465",2,2,3,4,2,5,4,4,4,"Marca_2"
"2466",6,5,5,6,6,5,4,5,6,"Marca_1"
"2467",3,3,4,4,2,3,4,3,4,"Marca_1"
"2468",5,3,2,5,3,3,2,5,3,"Marca_2"
"2469",5,6,4,6,5,3,4,2,1,"Marca_4"
"2470",3,3,3,3,3,5,3,5,3,"Marca_1"
"2471",5,4,4,4,4,3,3,5,3,"Marca_1"
"2472",5,3,7,2,4,5,5,5,4,"Marca_1"
"2473",4,4,4,4,4,3,3,3,4,"Marca_1"
"2474",5,5,5,5,7,5,4,2,4,"Marca_1"
"2475",4,7,3,3,4,2,2,4,4,"Marca_4"
"2476",4,3,3,3,3,6,3,5,4,"Marca_2"
"2477",3,5,5,6,4,5,6,4,5,"Marca_2"
"2478",4,3,5,5,4,4,4,4,4,"Marca_1"
"2479",3,3,4,6,5,3,4,4,4,"Marca_2"
"2480",6,4,5,4,4,4,5,5,6,"Marca_2"
"2481",5,4,2,4,4,4,3,4,3,"Marca_2"
"2482",4,3,4,4,4,5,4,6,4,"Marca_2"
"2483",3,4,3,3,2,3,4,4,3,"Marca_3"
"2484",3,3,5,5,3,4,5,3,1,"Marca_2"
"2485",5,5,4,4,3,4,4,4,4,"Marca_2"
"2486",4,4,4,4,4,4,5,5,4,"Marca_2"
"2487",4,4,5,4,5,4,4,4,3,"Marca_1"
"2488",5,4,3,4,3,5,5,3,4,"Marca_2"
"2489",4,3,3,5,3,3,3,4,3,"Marca_4"
"2490",4,3,4,5,4,6,5,4,4,"Marca_3"
"2491",4,2,5,3,5,4,5,5,4,"Marca_1"
"2492",4,4,2,2,3,4,4,4,4,"Marca_3"
"2493",5,4,3,3,3,4,5,5,4,"Marca_2"
"2494",3,2,5,3,5,5,3,4,4,"Marca_2"
"2495",4,3,3,4,2,3,3,4,4,"Marca_2"
"2496",4,4,5,3,4,4,5,4,4,"Marca_1"
"2497",5,5,3,5,5,5,4,5,5,"Marca_2"
"2498",5,5,3,4,5,5,3,3,3,"Marca_1"
"2499",4,3,5,4,5,6,4,5,3,"Marca_4"
"2500",5,4,3,3,3,3,3,5,4,"Marca_2"
"2501",4,3,4,6,4,4,4,5,4,"Marca_1"
"2502",5,4,6,4,4,4,5,4,5,"Marca_1"
"2503",6,7,4,5,5,5,4,4,3,"Marca_1"
"2504",5,3,4,4,5,6,4,5,3,"Marca_1"
"2505",7,5,5,4,4,4,3,4,4,"Marca_2"
"2506",5,4,6,5,5,5,5,3,4,"Marca_4"
"2507",4,5,4,3,2,5,3,5,4,"Marca_2"
"2508",2,2,6,5,5,4,3,5,3,"Marca_2"
"2509",5,5,4,4,4,5,3,4,3,"Marca_2"
"2510",4,2,5,4,4,4,5,5,4,"Marca_1"
"2511",5,3,3,2,4,4,4,4,4,"Marca_1"
"2512",5,4,6,4,6,5,6,4,5,"Marca_1"
"2513",3,2,4,4,5,5,4,4,3,"Marca_1"
"2514",4,3,5,5,5,2,5,3,3,"Marca_4"
"2515",5,4,4,4,4,5,3,5,5,"Marca_2"
"2516",5,4,1,3,4,6,3,6,5,"Marca_3"
"2517",4,3,3,3,3,2,5,2,3,"Marca_2"
"2518",4,4,5,3,3,6,4,5,3,"Marca_3"
"2519",6,4,3,4,4,7,4,4,4,"Marca_3"
"2520",5,3,5,4,4,6,3,5,4,"Marca_2"
"2521",4,4,5,4,4,3,3,3,2,"Marca_2"
"2522",4,2,2,3,3,2,4,4,4,"Marca_2"
"2523",4,4,3,4,4,5,5,6,3,"Marca_4"
"2524",5,4,5,5,6,4,4,5,4,"Marca_2"
"2525",3,3,5,4,4,4,3,3,2,"Marca_1"
"2526",7,5,4,5,3,5,4,4,4,"Marca_3"
"2527",5,5,3,3,4,4,3,4,3,"Marca_1"
"2528",7,4,4,5,4,4,4,4,5,"Marca_2"
"2529",3,1,4,3,4,3,3,4,4,"Marca_2"
"2530",2,2,5,6,4,4,5,4,4,"Marca_1"
"2531",5,3,3,2,2,4,3,5,3,"Marca_3"
"2532",4,2,6,4,4,4,4,4,4,"Marca_2"
"2533",4,2,3,3,4,4,3,4,2,"Marca_2"
"2534",3,4,3,3,4,4,4,4,3,"Marca_2"
"2535",4,4,4,4,4,4,4,4,4,"Marca_1"
"2536",4,4,4,4,4,3,4,3,4,"Marca_2"
"2537",3,3,3,3,6,4,4,3,3,"Marca_1"
"2538",4,3,4,4,4,4,5,4,4,"Marca_2"
"2539",3,4,4,4,5,4,4,2,3,"Marca_1"
"2540",6,5,4,3,4,4,4,7,4,"Marca_1"
"2541",4,6,4,2,3,4,4,3,3,"Marca_1"
"2542",5,5,4,4,4,5,4,4,3,"Marca_1"
"2543",5,2,4,4,5,3,5,5,4,"Marca_2"
"2544",5,4,4,4,3,4,5,5,5,"Marca_2"
"2545",4,3,4,4,3,3,3,3,3,"Marca_1"
"2546",5,3,6,4,4,3,4,3,3,"Marca_1"
"2547",5,3,4,6,4,4,4,3,4,"Marca_2"
"2548",6,5,5,4,4,4,5,3,3,"Marca_3"
"2549",5,4,4,4,3,4,4,2,5,"Marca_2"
"2550",4,4,6,3,3,5,3,5,4,"Marca_1"
"2551",3,4,4,3,3,4,3,2,2,"Marca_2"
"2552",4,7,6,5,6,6,5,3,4,"Marca_4"
"2553",5,4,5,4,4,3,3,4,3,"Marca_2"
"2554",5,5,5,5,5,4,5,5,4,"Marca_1"
"2555",5,4,5,3,5,5,4,3,3,"Marca_4"
"2556",2,4,5,4,4,4,4,4,3,"Marca_1"
"2557",5,6,4,4,4,5,3,5,5,"Marca_1"
"2558",4,3,4,3,4,4,3,4,3,"Marca_4"
"2559",5,4,3,4,4,6,4,4,6,"Marca_2"
"2560",4,4,6,6,6,4,6,4,4,"Marca_4"
"2561",5,4,5,5,5,4,5,5,2,"Marca_4"
"2562",6,4,5,2,4,4,5,4,3,"Marca_1"
"2563",6,7,5,4,4,5,3,3,4,"Marca_4"
"2564",5,4,5,4,5,4,5,6,5,"Marca_2"
"2565",4,4,4,4,4,4,3,3,4,"Marca_2"
"2566",4,5,5,5,3,4,6,3,3,"Marca_1"
"2567",5,3,3,4,5,3,2,4,4,"Marca_1"
"2568",3,4,3,4,4,2,4,1,3,"Marca_1"
"2569",4,4,5,4,4,4,5,2,3,"Marca_1"
"2570",6,5,3,2,3,6,4,5,4,"Marca_1"
"2571",5,3,4,4,4,7,5,6,6,"Marca_3"
"2572",4,5,4,3,3,5,3,3,4,"Marca_2"
"2573",4,4,5,4,4,5,3,4,5,"Marca_1"
"2574",5,5,6,5,5,5,4,4,5,"Marca_2"
"2575",4,3,4,4,4,4,3,5,3,"Marca_3"
"2576",6,5,4,5,4,4,4,5,5,"Marca_2"
"2577",4,1,4,4,3,3,4,3,3,"Marca_3"
"2578",4,4,5,5,5,4,5,4,3,"Marca_1"
"2579",5,4,3,5,5,5,7,5,6,"Marca_1"
"2580",3,4,5,4,4,4,4,5,4,"Marca_2"
"2581",4,4,3,5,4,4,3,5,3,"Marca_4"
"2582",4,4,4,4,4,2,5,3,2,"Marca_1"
"2583",6,5,5,4,3,6,3,5,5,"Marca_3"
"2584",4,4,4,4,3,4,4,5,4,"Marca_2"
"2585",5,4,4,4,4,5,3,5,5,"Marca_2"
"2586",5,4,5,3,4,5,2,4,5,"Marca_2"
"2587",2,2,5,5,5,4,4,1,3,"Marca_1"
"2588",4,4,2,4,3,4,2,3,3,"Marca_3"
"2589",4,4,3,2,2,6,2,6,4,"Marca_2"
"2590",6,5,5,6,4,5,2,5,3,"Marca_1"
"2591",4,4,4,4,3,4,4,3,4,"Marca_2"
"2592",4,3,3,3,2,3,4,2,2,"Marca_1"
"2593",4,4,3,3,3,2,3,3,2,"Marca_4"
"2594",4,3,3,3,4,4,4,5,3,"Marca_2"
"2595",5,4,5,6,6,5,5,4,3,"Marca_1"
"2596",3,3,4,5,4,4,3,3,3,"Marca_1"
"2597",3,2,3,4,3,3,2,1,3,"Marca_1"
"2598",5,4,4,4,5,4,3,3,2,"Marca_4"
"2599",3,4,4,5,5,3,4,3,2,"Marca_4"
"2600",4,3,3,4,4,2,3,3,3,"Marca_2"
"2601",4,3,5,5,6,5,4,5,5,"Marca_2"
"2602",4,5,4,2,3,3,5,4,3,"Marca_1"
"2603",4,4,5,4,4,5,4,5,4,"Marca_1"
"2604",5,3,5,5,5,4,4,4,5,"Marca_4"
"2605",4,4,4,6,4,4,5,4,4,"Marca_1"
"2606",3,4,6,5,5,2,3,4,2,"Marca_1"
"2607",4,3,6,6,5,5,3,4,4,"Marca_2"
"2608",5,5,5,3,4,4,5,6,4,"Marca_1"
"2609",5,5,2,4,3,4,4,4,3,"Marca_2"
"2610",3,3,3,2,4,4,2,5,5,"Marca_2"
"2611",4,4,4,3,4,4,5,5,4,"Marca_3"
"2612",4,6,5,4,4,5,5,5,3,"Marca_1"
"2613",4,2,4,5,4,6,3,3,5,"Marca_1"
"2614",4,5,2,4,3,3,3,1,2,"Marca_2"
"2615",4,4,7,5,4,5,5,4,4,"Marca_2"
"2616",4,3,4,5,4,5,4,3,5,"Marca_2"
"2617",6,6,3,4,5,4,5,4,4,"Marca_2"
"2618",4,3,4,4,5,4,4,4,4,"Marca_1"
"2619",5,5,5,4,3,3,4,3,3,"Marca_1"
"2620",3,2,5,4,5,5,4,4,5,"Marca_2"
"2621",5,5,5,5,5,5,5,5,4,"Marca_1"
"2622",4,3,4,3,5,4,6,4,4,"Marca_4"
"2623",5,4,4,5,5,4,4,5,5,"Marca_2"
"2624",4,3,5,5,5,3,4,4,4,"Marca_1"
"2625",4,4,4,3,3,5,4,4,3,"Marca_2"
"2626",4,4,5,5,5,2,4,5,4,"Marca_3"
"2627",5,4,4,5,4,5,4,3,2,"Marca_4"
"2628",4,5,5,4,4,5,5,2,4,"Marca_1"
"2629",3,3,3,4,5,6,3,3,4,"Marca_1"
"2630",5,4,4,4,4,5,5,2,5,"Marca_2"
"2631",5,5,6,5,6,5,4,6,5,"Marca_2"
"2632",5,5,6,3,4,4,4,3,2,"Marca_1"
"2633",3,4,5,6,6,4,5,3,4,"Marca_4"
"2634",4,4,4,4,2,5,5,5,4,"Marca_3"
"2635",3,2,6,5,6,4,4,5,5,"Marca_4"
"2636",4,4,3,4,3,4,4,4,4,"Marca_3"
"2637",4,3,6,6,6,4,5,4,4,"Marca_4"
"2638",5,4,3,3,3,4,3,4,5,"Marca_3"
"2639",3,2,5,5,6,5,5,4,2,"Marca_4"
"2640",4,3,4,5,5,3,4,2,3,"Marca_2"
"2641",6,5,4,4,3,6,3,4,4,"Marca_2"
"2642",4,4,5,4,5,4,4,3,4,"Marca_4"
"2643",4,4,3,3,5,4,4,3,4,"Marca_2"
"2644",5,5,5,5,6,4,6,3,4,"Marca_1"
"2645",3,3,4,4,2,4,3,4,4,"Marca_3"
"2646",4,4,4,5,5,4,4,3,3,"Marca_1"
"2647",4,2,4,4,3,4,4,4,4,"Marca_2"
"2648",4,5,4,3,5,4,4,4,3,"Marca_1"
"2649",4,2,3,3,3,5,4,5,4,"Marca_1"
"2650",4,4,4,5,4,2,4,3,3,"Marca_1"
"2651",3,2,3,2,5,4,5,4,2,"Marca_1"
"2652",5,5,4,3,3,4,4,3,3,"Marca_2"
"2653",4,4,4,5,4,4,4,4,4,"Marca_1"
"2654",3,4,2,5,3,4,4,4,5,"Marca_1"
"2655",3,3,3,4,2,3,5,5,4,"Marca_2"
"2656",4,4,5,3,6,3,4,3,3,"Marca_1"
"2657",5,4,4,5,4,4,5,4,4,"Marca_4"
"2658",4,6,4,5,5,3,6,3,4,"Marca_2"
"2659",4,4,3,4,4,5,4,5,5,"Marca_2"
"2660",4,5,2,4,3,5,5,3,2,"Marca_2"
"2661",6,5,5,4,4,3,5,4,4,"Marca_1"
"2662",5,2,5,6,4,4,7,3,5,"Marca_2"
"2663",5,4,4,4,6,4,4,3,3,"Marca_1"
"2664",4,3,3,4,4,4,3,3,5,"Marca_1"
"2665",4,4,5,5,6,2,4,4,3,"Marca_4"
"2666",4,5,5,5,3,3,4,4,4,"Marca_1"
"2667",5,4,3,4,3,5,5,7,4,"Marca_3"
"2668",5,4,7,5,4,5,6,4,5,"Marca_2"
"2669",4,5,5,4,4,5,5,4,4,"Marca_1"
"2670",4,4,5,3,3,3,4,3,5,"Marca_2"
"2671",4,3,3,3,5,5,4,4,4,"Marca_2"
"2672",6,4,3,2,3,4,4,6,4,"Marca_2"
"2673",4,6,4,3,4,3,3,5,3,"Marca_1"
"2674",6,7,4,4,4,4,4,5,4,"Marca_2"
"2675",5,4,3,4,5,5,5,4,4,"Marca_1"
"2676",3,3,6,4,5,3,5,4,5,"Marca_1"
"2677",4,3,2,4,3,4,3,4,5,"Marca_3"
"2678",4,4,5,3,4,5,4,3,5,"Marca_1"
"2679",4,3,5,5,5,5,5,5,4,"Marca_2"
"2680",4,5,6,3,2,4,4,3,3,"Marca_1"
"2681",4,4,5,4,5,5,6,2,3,"Marca_4"
"2682",5,4,5,3,5,7,4,5,5,"Marca_1"
"2683",5,3,3,3,4,5,5,4,3,"Marca_2"
"2684",4,3,5,5,5,4,5,3,3,"Marca_1"
"2685",4,4,5,4,3,2,4,4,3,"Marca_4"
"2686",4,4,5,5,4,4,4,4,2,"Marca_1"
"2687",5,4,4,4,3,3,3,4,2,"Marca_1"
"2688",3,4,5,3,3,4,2,2,3,"Marca_1"
"2689",3,4,4,5,5,6,4,6,5,"Marca_3"
"2690",4,3,3,4,4,2,5,3,3,"Marca_1"
"2691",6,6,3,3,3,3,3,4,2,"Marca_4"
"2692",3,3,5,5,5,4,4,2,2,"Marca_4"
"2693",4,6,4,5,4,5,4,4,4,"Marca_1"
"2694",4,3,3,3,2,4,3,3,4,"Marca_3"
"2695",6,4,4,3,5,4,3,5,4,"Marca_3"
"2696",5,5,2,2,3,3,4,6,4,"Marca_1"
"2697",6,5,5,4,4,4,4,4,3,"Marca_1"
"2698",4,5,7,4,4,4,5,4,4,"Marca_4"
"2699",3,5,4,5,3,4,4,3,4,"Marca_1"
"2700",6,3,6,3,3,6,3,4,5,"Marca_2"
"2701",4,5,4,4,6,6,3,5,4,"Marca_2"
"2702",5,4,2,4,3,4,5,4,4,"Marca_2"
"2703",3,3,3,4,4,5,4,4,3,"Marca_2"
"2704",3,4,3,3,4,3,3,4,3,"Marca_2"
"2705",3,3,3,4,2,4,4,3,1,"Marca_1"
"2706",4,4,3,3,3,4,4,3,4,"Marca_2"
"2707",6,6,4,6,6,3,4,5,5,"Marca_4"
"2708",4,3,4,3,5,5,4,4,3,"Marca_1"
"2709",4,4,6,6,5,4,6,6,4,"Marca_1"
"2710",5,6,4,3,5,4,4,4,4,"Marca_2"
"2711",5,5,4,4,4,4,2,3,4,"Marca_2"
"2712",4,5,4,5,4,6,5,5,6,"Marca_3"
"2713",6,4,4,5,5,5,4,4,6,"Marca_2"
"2714",4,3,4,3,3,4,4,3,3,"Marca_2"
"2715",4,3,4,4,3,5,3,4,5,"Marca_3"
"2716",5,4,3,4,2,5,4,5,4,"Marca_1"
"2717",3,5,3,3,3,3,3,3,4,"Marca_2"
"2718",6,4,3,4,4,6,4,3,5,"Marca_1"
"2719",4,4,5,6,5,4,3,5,3,"Marca_4"
"2720",3,3,5,4,2,3,4,3,3,"Marca_1"
"2721",4,4,5,6,6,5,5,3,4,"Marca_1"
"2722",3,3,6,4,5,4,6,3,2,"Marca_1"
"2723",4,3,4,3,3,3,4,5,4,"Marca_2"
"2724",3,3,3,4,6,5,3,2,3,"Marca_3"
"2725",5,2,3,3,4,5,3,5,4,"Marca_3"
"2726",4,3,6,7,4,5,5,5,4,"Marca_4"
"2727",3,3,3,4,4,3,5,3,3,"Marca_4"
"2728",5,3,4,4,4,5,2,5,4,"Marca_3"
"2729",4,5,4,3,4,6,3,3,4,"Marca_2"
"2730",6,5,3,3,3,5,5,3,5,"Marca_1"
"2731",5,4,4,3,4,4,4,3,3,"Marca_1"
"2732",3,2,3,5,3,4,1,3,3,"Marca_2"
"2733",4,3,1,2,2,5,5,4,4,"Marca_3"
"2734",3,3,4,4,4,4,3,4,3,"Marca_3"
"2735",4,2,4,4,5,5,5,4,3,"Marca_2"
"2736",4,4,2,3,4,4,4,3,4,"Marca_2"
"2737",5,4,4,5,4,5,5,4,4,"Marca_1"
"2738",5,4,4,4,3,4,5,3,2,"Marca_1"
"2739",4,3,5,5,5,4,3,3,4,"Marca_4"
"2740",4,5,3,5,2,3,4,4,4,"Marca_2"
"2741",5,2,3,4,4,5,3,6,4,"Marca_2"
"2742",4,4,2,4,3,4,3,4,2,"Marca_4"
"2743",3,2,6,5,4,4,5,4,3,"Marca_2"
"2744",4,3,4,4,4,3,7,5,3,"Marca_2"
"2745",5,6,5,5,4,5,5,4,4,"Marca_1"
"2746",4,4,4,3,5,6,4,3,3,"Marca_2"
"2747",4,3,4,3,5,3,3,4,3,"Marca_1"
"2748",5,4,6,4,7,4,5,4,5,"Marca_1"
"2749",3,2,3,4,3,5,5,3,3,"Marca_1"
"2750",4,5,2,2,2,4,3,3,3,"Marca_2"
"2751",5,3,4,3,4,5,4,3,4,"Marca_3"
"2752",5,3,3,5,3,3,4,6,5,"Marca_3"
"2753",5,4,5,2,4,5,4,3,4,"Marca_2"
"2754",4,3,4,3,4,3,4,3,4,"Marca_2"
"2755",3,4,5,4,4,3,5,4,4,"Marca_4"
"2756",3,4,6,6,5,4,4,4,3,"Marca_4"
"2757",4,4,5,4,4,5,4,4,5,"Marca_3"
"2758",3,2,4,4,3,3,5,2,2,"Marca_1"
"2759",4,4,3,4,4,6,3,4,4,"Marca_2"
"2760",3,3,5,4,5,4,5,2,2,"Marca_1"
"2761",4,5,3,3,3,7,2,5,4,"Marca_3"
"2762",5,5,4,3,3,5,3,2,4,"Marca_2"
"2763",4,4,4,4,2,3,4,4,3,"Marca_2"
"2764",4,3,4,5,5,5,5,4,4,"Marca_3"
"2765",3,4,3,4,4,3,4,2,2,"Marca_4"
"2766",5,5,5,5,4,5,4,3,4,"Marca_1"
"2767",4,4,5,7,5,2,5,2,3,"Marca_4"
"2768",5,4,3,2,2,5,4,4,4,"Marca_2"
"2769",7,5,4,3,3,4,5,5,4,"Marca_1"
"2770",4,4,4,4,4,4,3,4,4,"Marca_2"
"2771",4,5,4,5,3,4,3,5,2,"Marca_1"
"2772",5,3,4,3,4,4,5,3,6,"Marca_2"
"2773",3,3,3,3,3,4,3,4,4,"Marca_2"
"2774",4,5,4,4,6,5,6,4,4,"Marca_1"
"2775",3,5,4,5,3,4,4,2,3,"Marca_1"
"2776",2,1,4,5,2,4,6,5,4,"Marca_2"
"2777",5,3,2,3,3,3,4,4,3,"Marca_2"
"2778",5,4,3,4,2,6,3,4,3,"Marca_3"
"2779",4,3,6,4,3,5,4,5,4,"Marca_1"
"2780",5,6,4,4,2,4,3,4,4,"Marca_1"
"2781",3,4,3,5,3,4,3,4,4,"Marca_1"
"2782",4,5,3,3,4,4,4,4,3,"Marca_1"
"2783",7,5,4,3,6,6,4,4,5,"Marca_1"
"2784",3,3,3,3,4,4,5,4,4,"Marca_2"
"2785",5,5,5,4,4,3,5,4,4,"Marca_1"
"2786",4,4,4,6,4,4,3,4,4,"Marca_2"
"2787",5,4,5,5,4,4,5,4,3,"Marca_1"
"2788",3,3,3,4,3,2,4,2,3,"Marca_1"
"2789",5,3,1,3,2,5,4,5,4,"Marca_3"
"2790",3,2,5,5,4,3,5,3,3,"Marca_4"
"2791",5,4,6,4,5,4,6,4,5,"Marca_3"
"2792",5,3,3,3,3,5,3,4,4,"Marca_2"
"2793",3,2,5,5,4,5,3,4,3,"Marca_2"
"2794",4,2,4,4,4,4,4,3,4,"Marca_2"
"2795",5,3,4,4,3,6,5,5,4,"Marca_2"
"2796",4,3,4,4,5,5,5,5,3,"Marca_2"
"2797",3,2,6,7,5,3,5,4,4,"Marca_1"
"2798",5,4,4,6,4,4,6,4,4,"Marca_4"
"2799",5,4,4,5,5,3,3,5,3,"Marca_2"
"2800",3,2,4,4,3,4,4,4,3,"Marca_1"
"2801",5,3,4,4,5,4,5,4,3,"Marca_1"
"2802",4,3,5,4,5,3,5,6,4,"Marca_1"
"2803",5,4,5,4,5,3,2,5,4,"Marca_2"
"2804",5,4,1,2,2,5,4,4,5,"Marca_3"
"2805",5,4,6,3,4,7,6,3,4,"Marca_4"
"2806",6,4,5,5,3,6,5,5,6,"Marca_3"
"2807",3,4,6,6,6,4,3,3,2,"Marca_1"
"2808",3,2,3,3,4,4,5,3,2,"Marca_2"
"2809",4,3,3,3,4,4,4,5,4,"Marca_2"
"2810",4,3,4,2,4,4,4,6,4,"Marca_3"
"2811",5,5,4,2,5,3,3,5,4,"Marca_3"
"2812",4,4,2,2,3,3,3,3,2,"Marca_2"
"2813",6,5,3,5,4,5,4,4,4,"Marca_3"
"2814",3,3,4,5,5,5,5,6,4,"Marca_2"
"2815",4,2,5,6,4,5,6,5,6,"Marca_1"
"2816",6,4,3,2,3,4,4,3,3,"Marca_3"
